"airport","description","frequency","type"
"CYQM","GND","121.8","GND"
"CYQM","HALIFAX RDO","122.5","RCO"
"CYQM","TWR","120.8","TWR"
"CYQN","ATF/UNICOM","122.8","UNIC"
"CYQQ","ARR","128.1","ARR"
"CYQQ","ATIS","118.6","ATIS"
"CYQQ","DEP","123.7","DEP"
"CYQQ","GND","119.75","GND"
"CYQQ","MIL OPS","135.9","OPS"
"CYQQ","PMSV","34.46","PMSV"
"CYQQ","TRML","134.1","APP"
"CYQQ","TWR","126.2","TWR"
"CYQR","ARR","120.1","ARR"
"CYQR","ATIS","127","ATIS"
"CYQR","DEP","120.1","DEP"
"CYQR","EDMONTON RDO","122.5","RCO"
"CYQR","GND","121.9","GND"
"CYQR","MF REGINA RDO","118.6","A/G"
"CYQR","TWR","118.6","TWR"
"CYQR","WINNIPEG","123.8","CNTR"
"CYQS","ATF/UNICOM","122.7","UNIC"
"CYQS","TORONTO CNTR","135.3","CNTR"
"CYQT","APP/DEP","119.2","A/D"
"CYQT","ATIS","128.8","ATIS"
"CYQT","GND","121.9","GND"
"CYQT","MF","118.1","A/G"
"CYQT","TWR","118.1","TWR"
"CYQT","WINNIPEG CNTR","132.125","CNTR"
"CYQT","WINNIPEG RDO","122.5","RCO"
"CYQU","ATIS","128.6","ATIS"
"CYQU","EDMONTON CNTR","134.5","CNTR"
"CYQU","EDMONTON RDO","122.5","RCO"
"CYQU","MF GRAND PRAIRIE RDO","118.1","A/G"
"CYQU","RDO","118.1","FSS"
"CYQV","EDMONTON RDO","122.2","RCO"
"CYQV","MF EDMONTON RDO","122.2","A/G"
"CYQW","EDMONTON RDO","123.375","RCO"
"CYQW","MF","122.1","A/G"
"CYQX","APP/DEP","128.5","A/D"
"CYQX","ATIS","124.8","ATIS"
"CYQX","GND","121.9","GND"
"CYQX","HALIFAX RDO","126.7","RCO"
"CYQX","OUTCAST OPS","128.85","OPS"
"CYQX","TWR","118.1","TWR"
"CYQY","CHARLOTTETOWN RDO","122","RCO"
"CYQY","MONCTON CNTR","118.6","CNTR"
"CYQY","RDO","122","FSS"
"CYQZ","AWOS","124.4","AWOS"
"CYQZ","WILLIAMS LAKE RDO","122.2","A/G"
"CYQZ","WILLIAMS LAKE RDO","122.2","RCO"
"CYRB","ARCTIC RDO","126.7","RCO"
"CYRB","ARPT RDO","122.1","RDO"
"CYRC","ATF","118.4","ATF"
"CYRC","ATIS","134.8","ATIS"
"CYRC","BAGOTVILLE TRML","127.2","A/D"
"CYRC","GND","121.9","GND"
"CYRC","TWR","118.4","TWR"
"CYRC","VFR ADVSY","123.4","INFO"
"CYRI","ATF/UNICOM","122.8","UNIC"
"CYRI","MONTREAL CNTR","125.1","CNTR"
"CYRJ","MF","122.2","A/G"
"CYRJ","QUEBEC RDO","126.7","RCO"
"CYRJ","RDO","122.2","RDO"
"CYRL","ATF","122.3","ATF"
"CYRL","MF","122.3","RDO"
"CYRL","WINNIPEG CNTR","135.325","A/D"
"CYRL","WINNIPEG RDO","122.3","RCO"
"CYRM","ATF","122.8","ATF"
"CYRM","EDMONTON CNTR","134.3","CNTR"
"CYRO","QUEBEC RADIO","123.375","RCO"
"CYRO","ROCKCLIFFE TRAFFIC","123.5","ATF"
"CYRO","ROCKCLIFFE UNICOM","123.5","UNICOM"
"CYRP","CARP TRAFFIC","122.8","ATF"
"CYRP","CARP UNICOM","122.8","UNICOM"
"CYRP","OTTAWA TERMINAL","127.7","TML"
"CYRQ","MF/UNICOM","123","UNIC"
"CYRQ","MONTREAL CNTR","128.22","CNTR"
"CYRT","ARTIC RADIO (FISE)","123.55","RCO"
"CYRT","EDMONTON CONTROL","134","PAL"
"CYRT","RANKIN RADIO, 5NM BELOW 3100ASL","122.2","MF"
"CYRT","RANKIN RADIO","122.2","RDO"
"CYRT","VHF DIRECTION FINDING","122.2","VDF"
"CYRV","ATF/UNICOM","122.8","UNIC"
"CYRV","PACIFIC RDO","126.7","RCO"
"CYSA","ATF/UNICOM","122.8","UNIC"
"CYSA","TORONTO CNTR","135.3","CNTR"
"CYSB","ATIS","127.4","ATIS"
"CYSB","LONDON RDO","123.475","RCO"
"CYSB","RDO","125.5","MF"
"CYSB","TORONTO CNTR","135.5","CNTR"
"CYSC","ATF/UNICOM","123.5","UNIC"
"CYSC","AWOS","126.25","AWOS"
"CYSC","MF","123.5","A/G"
"CYSC","MONTREAL CNTR","132.55","CNTR"
"CYSG","MF/UNICOM","122.15","UNIC"
"CYSG","MONTREAL CNTR","124","CNTR"
"CYSH","ATF/UNICOM","122.7","UNIC"
"CYSH","OTTAWA TRML","128.175","A/D"
"CYSJ","MF","118.5","A/G"
"CYSJ","MONCTON CNTR","124.3","CNTR"
"CYSJ","RDO","118.5","RDO"
"CYSL","ATF/UNICOM","122.7","UNIC"
"CYSL","BOSTON CNTR","124.75","CNTR"
"CYSM","AIRPORT RDO","122.2","ATF"
"CYSM","YELOWKNIFE RDO","123.55","A/D"
"CYSN","ATF","123.25","ATF"
"CYSN","ATIS","128.525","ATIS"
"CYSN","LONDON RDO","126.7","RCO"
"CYSN","MF","123.25","A/G"
"CYSN","RDO","123.25","RDO"
"CYSN","TORONTO TRML","133.4","A/D"
"CYSP","ATF/UNICOM","122.8","UNIC"
"CYSP","WINNIPEG CNTR","134.075","CNTR"
"CYSP","WINNIPEG RDO","123.55","RCO"
"CYSU","ATF/UNICOM","122.95","UNIC"
"CYSU","AWOS","122.55","AWOS"
"CYSU","MONCTON CNTR","124.4","CNTR"
"CYSW","ATF","123.2","ATF"
"CYSY","ARPT RDO","122.1","RDO"
"CYSY","MANDATORY FREQ","122.1","ATF"
"CYSZ","ATF","122.8","ATF"
"CYTA","MONTREAL CENTRE","135.2","PAL"
"CYTA","PEMBROKE TRAFFIC","122.8","ATF"
"CYTA","PEMBROKE UNICOM","122.8","UNICOM"
"CYTA","PETAWAWA ADVISORY","126.4","A/G"
"CYTE","ARPT RDO","122.1","RDO"
"CYTE","AWOS","128.7","AWOS"
"CYTE","MANDATORY FREQ","122.1","ATF"
"CYTF","ATF/UNICOM","123","UNIC"
"CYTF","BAGOTVILLE TRML","127.2","A/D"
"CYTF","VFR ADVSY","121.2","AAS"
"CYTH","ATIS","127.65","ATIS"
"CYTH","INFO","123","INFO"
"CYTH","RDO","122.5","A/G"
"CYTH","RDO","122.5","RDO"
"CYTH","WINNIPEG CNTR","133.15","CNTR"
"CYTH","WINNIPEG RCO","123.15","RCO"
"CYTN","ATF/UNICOM","122.8","UNIC"
"CYTN","MONCTON CNTR","135.3","A/D"
"CYTR","APP/DEP","128.4","A/D"
"CYTR","ATIS","135.45","ATIS"
"CYTR","CLNC DEL","124.35","CLD"
"CYTR","GND","121.9","GND"
"CYTR","PMSV METRO","34.46","PMSV"
"CYTR","TIGER SAR OPS","23.21","EMR"
"CYTR","TWR","128.7","TWR"
"CYTR","WING OPS","122.35","OPS"
"CYTS","ATIS","124.95","ATIS"
"CYTS","LONDON RDO","123.55","RCO"
"CYTS","MF","122.3","A/G"
"CYTS","RDO","122.3","RDO"
"CYTS","TORONTO CNTR","128.3","CNTR"
"CYTZ","(1130-0400Z)","133.6","ATIS"
"CYTZ","0400-1130Z","133.6","AWOS"
"CYTZ","ATF","118.2","ATF"
"CYTZ","GND","121.7","GND"
"CYTZ","TRML APP","133.4","ARR"
"CYTZ","TRML DEP","133.4","DEP"
"CYTZ","TWR","118.2","TWR"
"CYUB","MANDATORY FREQ","122.1","ATF"
"CYUB","TUK RDO","122.1","RDO"
"CYUL","ENGLISH ATIS","133.7","ATIS"
"CYUL","FRENCH ATIS","127.5","ATIS"
"CYUL","MONTREAL APRON","122.075","APRON"
"CYUL","MONTREAL CLEARANCE","125.6","CLNC DEL"
"CYUL","MONTREAL GROUND","121.9","GND"
"CYUL","MONTREAL TERMINAL ARRIVALS","118.9","ARR"
"CYUL","MONTREAL TERMINAL DEPARTURES","118.9","DEP"
"CYUL","MONTREAL TERMINAL","126.9","ARR"
"CYUL","MONTREAL TERMINAL","134.15","VFR ADV"
"CYUL","MONTREAL TOWER","119.9","TWR"
"CYUL","QUEBEC RADIO","123.55","RCO"
"CYUT","ARPT RDO","122.1","RDO"
"CYUT","MANDATORY FREQ","122.1","ATF"
"CYUX","ARTIC RADIO (FISE), (E)","126.7","RCO"
"CYUX","ARTIC RADIO (FISE), (E)","364.2","RCO"
"CYUX","AWOS","128.7","AWOS"
"CYUX","HALL BEACH RADIO/TRAFFIC, 5NM BELOW 3100,","122.2","MF"
"CYUX","HALL BEACH, (V), 12-24Z","122.2","APRT RDO"
"CYUX","MILITARY OPERATIONS","256.6","MIL"
"CYUX","MILITARY OPERATIONS","263.2","MIL"
"CYUX","MILITARY OPERATIONS","364.2","MIL"
"CYUX","MILTARY OPERATIONS","228.9","MIL"
"CYUY","MF","122.2","A/G"
"CYUY","MONTREAL CNTR","125.9","CNTR"
"CYUY","QUEBEC RDO","126.7","RCO"
"CYUY","RDO","122.2","RDO"
"CYVB","MF/UNICOM","123","ATF"
"CYVB","QUEBEC RDO","123.55","RCO"
"CYVC","BARBAR FIELD RADIO, (V)","122.2","RADIO"
"CYVC","BARBER FIELD TRAFFIC, 5NM BELOW 4200ASL","122.2","MF"
"CYVC","WINNIPEG CONTROL","126.4","PAL"
"CYVC","WINNIPEG RADIO (FISE)","123.55","RCO"
"CYVG","ATF","122.8","ATF"
"CYVK","ATF","122.8","ATF"
"CYVM","ATF","122.1","ATF"
"CYVM","AWOS","122.55","AWOS"
"CYVM","BROUGHTON RDO","122.1","RDO"
"CYVO","MONTREAL CENTRE","125.9","PAL"
"CYVO","QUEBEC RADIO","126.7","RCO"
"CYVO","VAL-D'OR RADIO","118.5","MF"
"CYVO","VAL-D'OR RADIO/TRAFFIC","118.5","RADIO"
"CYVP","ARPT RDO","122.2","INFO"
"CYVP","MF","122.2","A/G"
"CYVP","MONTREAL CNTR","135.1","CNTR"
"CYVP","QUEBEC RDO","123.55","RCO"
"CYVQ","EDMONTON CNTR","134.825","A/D"
"CYVQ","MF","122.2","A/G"
"CYVQ","NORMAN WELLS RDO","122.2","FSS"
"CYVR","APP","128.6","APP"
"CYVR","ATIS","124.6","ATIS"
"CYVR","CLNC DEL","121.4","CLD"
"CYVR","DEP","126.125","DEP"
"CYVR","GND","121.7","GND"
"CYVR","PACIFIC RDO","123.15","RCO"
"CYVR","TWR","118.7","TWR"
"CYVR","TWR","23.66","TWR"
"CYVT","MF REGINA RDO","122.3","A/G"
"CYVT","REGINA RDO","122.3","RCO"
"CYVV","LONDON RDO","126.7","RDO"
"CYVV","MF","122.2","A/G"
"CYVV","TORONTO CNTR","132.575","CNTR"
"CYWA","427 OPS","126.4","A/G"
"CYWA","MF PETAWAWA ADVSY","126.4","RDO"
"CYWA","PMSV","29.74","PMSV"
"CYWA","RANGE CON","49.9","INFO"
"CYWG","ARR","119.5","ARR"
"CYWG","ATIS","120.2","ATIS"
"CYWG","CLNC DEL","121.3","CLD"
"CYWG","DEP","119.9","DEP"
"CYWG","GND","121.9","GND"
"CYWG","MILITARY OPERATIONS","131.4","MIL"
"CYWG","MILITARY OPERATIONS","308.8","MIL"
"CYWG","PMSV","34.46","PMSV"
"CYWG","TWR","118.3","TWR"
"CYWG","WINNIPEG ADVISORY","121","VFR ADV"
"CYWG","WINNIPEG TOWER - SECONDARY (V)","125.4","TWR"
"CYWK","MF","122","A/G"
"CYWK","MONTREAL CNTR","132.25","A/D"
"CYWK","QUEBEC RDO","126.7","RCO"
"CYWK","RDO","122","RDO"
"CYWL","PACIFIC RADIO (FISE)","123.275","RCO"
"CYWL","VANCOUVER CONTROL","134","PAL"
"CYWL","VANCOUVER CONTROL","381.4","PAL"
"CYWL","VHF DIRECTION FINDING","122.3","VDF"
"CYWL","WILLIAMS LAKE RADIO, (V)","122.3","RADIO"
"CYWL","WILLIAMS LAKE RADIO, 5NM BELOW 6100ASL EXCLUDING AREA BELOW 2800","122.3","MF"
"CYWM","ATF","123.2","ATF"
"CYWV","ATF/UNICOM","122.8","UNIC"
"CYWY","ARPT RDO","122.1","RDO"
"CYWY","MANDATORY FREQ","122.1","ATF"
"CYXC","MF","122.3","A/G"
"CYXC","PACIFIC RDO","126.7","RCO"
"CYXC","RDO","122.3","RDO"
"CYXC","VANCOUVER CNTR","133.6","CNTR"
"CYXE","APP/DEP","119.9","A/D"
"CYXE","ATIS","128.4","ATIS"
"CYXE","EDMONTON RDO","122.5","RCO"
"CYXE","GND","121.9","GND"
"CYXE","MF SASKATOON RDO","118.3","A/G"
"CYXE","TWR","118.3","TWR"
"CYXE","WINNIPEG CNTR","134.325","CNTR"
"CYXH","AWOS","124.875","AWOS"
"CYXH","EDMONTON RDO","126.7","RCO"
"CYXH","MF","122.2","A/G"
"CYXH","RDO","122.2","RDO"
"CYXJ","ATIS","128.5","ATIS"
"CYXJ","EDMONTON CNTR","132.6","CNTR"
"CYXJ","EDMONTON RDO","122.5","RCO"
"CYXJ","MF ST JOHN RDO","118.5","A/G"
"CYXJ","RDO","118.5","FSS"
"CYXK","MF MONT JOLI RDO","122.1","RDO"
"CYXL","ATIS","124.75","ATIS"
"CYXL","MF","122","A/D"
"CYXL","RDO","122","RDO"
"CYXL","WINNIPEG RDO","126","RCO"
"CYXP","MANDATORY FREQ","122.1","ATF"
"CYXP","RDO","122.1","RDO"
"CYXR","EARLTON TRAFFIC","122","MF"
"CYXR","LONDON RDO","123.375","RDO"
"CYXS","AUTOMATIC TERMINAL INFORMATION SERVICE , 14-07Z","128.725","ATIS"
"CYXS","AUTOMATIC WEATHER OBSERVATION STATION, 07-14Z","128.725","AWOS"
"CYXS","PACIFIC RADIO (FISE)","122.1","RCO"
"CYXS","PRINCE GEORGE GROUND, 14-07Z","121.9","GND"
"CYXS","PRINCE GEORGE RADIO (FISE)","126.7","RCO"
"CYXS","PRINCE GEORGE RADIO, 07-14Z, 5NM BELOW 5500ASL","118.3","MF"
"CYXS","PRINCE GEORGE TOWER, 14-07Z, (V)","118.3","TWR"
"CYXS","VANCOUVER CONTROL","133.8","PAL"
"CYXS","WILLIAMS LAKE RADIO, 07-14Z","118.3","RCO"
"CYXT","MANDATORY FREQ RDO","122","A/G"
"CYXT","PACIFIC RDO","126.7","RCO"
"CYXT","RDO","122","RDO"
"CYXT","VANCOUVER CNTR","128.4","CNTR"
"CYXU","ATIS","127.8","ATIS"
"CYXU","GND","121.9","GND"
"CYXU","MF","119.4","A/G"
"CYXU","RDO","122.5","RDO"
"CYXU","TORONTO CNTR","135.3","CNTR"
"CYXU","TWR","119.4","TWR"
"CYXX","ATIS","119.8","ATIS"
"CYXX","GND","121.8","GND"
"CYXX","MF","119.4","A/G"
"CYXX","PACIFIC RDO","122.5","RDO"
"CYXX","TWR","119.4","TWR"
"CYXX","VICTORIA TRML","132.7","A/D"
"CYXY","AUTOMATIC TERMINAL INFORMATION SYSTEM","125.25","ATIS"
"CYXY","EDMONTON CONTROL","132.1","PAL"
"CYXY","VHF DIRECTION FINDINF","118.3","VDF"
"CYXY","WHITEHORSE GROUND, 15-05Z","121.9","GND"
"CYXY","WHITEHORSE RADIO (FISE), (E)","123.275","RCO"
"CYXY","WHITEHORSE RADIO, 05-15Z, 5NM BELOW 5400ASL","118.3","MF"
"CYXY","WHITEHORSE TOWER, (E), 15-05Z","118.3","TWR"
"CYXY","WHITEHORSE TOWER, (E), 15-05Z","236.6","TWR"
"CYXZ","ATF/UNICOM","122.8","UNIC"
"CYXZ","LONDON RDO","126.7","RCO"
"CYXZ","TORONTO CNTR","124.075","CNTR"
"CYYB","ATIS","124.9","ATIS"
"CYYB","MF","118.3","A/G"
"CYYB","PMSV METRO","34.46","PMSV"
"CYYB","RDO","118.3","RDO"
"CYYB","TORONTO CNTR","121.225","CNTR"
"CYYC","APRON I, 12-07Z","121.3","RMP"
"CYYC","APRON II, 12-08Z","129.7","RMP"
"CYYC","AUTOMATIC TERMINAL INFORMATION SYSTEM","128.225","ATIS"
"CYYC","CALGARY ARRIVALS (E)","125.9","ARR"
"CYYC","CALGARY ARRIVALS (W)","123.85","ARR"
"CYYC","CALGARY ARRIVALS","126.525","ARR"
"CYYC","CALGARY CLEARANCE","120.825","CLD"
"CYYC","CALGARY DEPARTURES","119.8","DEP"
"CYYC","CALGARY TOWER, (E)","118.875","TWR"
"CYYC","CALGARY TOWER, (E)","236.6","TWR"
"CYYC","CALGARY TOWER, (W)","118.4","TWR"
"CYYC","EDMONTON CENTRE","124.525","PAL"
"CYYC","EDMONTON CENTRE","133.3","PAL"
"CYYC","EDMONTON RADIO (FISE)","123.375","RCO"
"CYYC","NORTH GROUND","125.35","GND"
"CYYC","SOUTH GROUND","121.9","GND"
"CYYC","VFR ADVISORIES","119.4","VFR ADV"
"CYYD","MANDATORY FREQ RDO","122.3","A/G"
"CYYD","PACIFIC RDO","126.7","RCO"
"CYYD","RDO","122.3","FSS"
"CYYE","EDMONTON CENTRE","132.87","PAL"
"CYYE","EDMONTON CENTRE","134.85","PAL"
"CYYE","EDMONTON CENTRE","290.6","PAL"
"CYYE","EDMONTON RADIO, (E)","123.55","RCO"
"CYYE","NELSON RADIO, (E)","122.5","RADIO"
"CYYE","NELSON RADIO, 5NM BELOW 4300ASL","122.5","MF"
"CYYF","MF","118.5","A/G"
"CYYF","PACIFIC RDO","122.5","RCO"
"CYYF","RDO","118.5","RDO"
"CYYF","VANCOUVER APP/DEP","133.5","A/D"
"CYYG","MF","118","A/G"
"CYYG","MONCTON CNTR","135.65","CNTR"
"CYYG","RDO","118","RDO"
"CYYH","ARPT RDO","122.1","RDO"
"CYYH","MANDATORY FREQ","122.1","ATF"
"CYYJ","ATIS","118.8","ATIS"
"CYYJ","CLNC DEL","126.4","CLD"
"CYYJ","ESSO","122.95","PVT ADV"
"CYYJ","GND","121.9","GND"
"CYYJ","KAMLOOPS RADIO (RAAS), 08-14Z","119.7","RCO"
"CYYJ","KAMLOOPS RADIO, 08-14Z, 7NM BELOW 2500ASL","119.7","MF"
"CYYJ","PACIFIC RADIO (FISE)","122.375","RCO"
"CYYJ","SHELL","122.85","PVT ADV"
"CYYJ","STINGER OPS, 443 SQUADRON","349.3","MIL"
"CYYJ","VICTORIA ARRIVALS","125.95","ARR"
"CYYJ","VICTORIA DEPARTURES","133.85","DEP"
"CYYJ","VICTORIA TERMINAL","127.8","TML"
"CYYJ","VICTORIA TOWER (INNER)","119.7","TWR"
"CYYJ","VICTORIA TOWER (OUTER UNLESS CLOSED BY ATIS)","119.1","TWR"
"CYYL","MF WINNIPEG RDO","122.3","A/G"
"CYYL","WINNIPEG CNTR","135.05","CNTR"
"CYYL","WINNIPEG RDO","123.475","RCO"
"CYYN","AWOS","124.7","AWOS"
"CYYN","EDMONTON RDO","123.275","RCO"
"CYYN","MF","122.3","A/G"
"CYYN","WINNIPEG CNTR","132.8","CNTR"
"CYYO","ATF","123.2","ATF"
"CYYQ","ARCTIC RDO","126.7","RCO"
"CYYQ","INTL AIR","126.9","INFO"
"CYYQ","MF CHURCHILL RDO","122.2","A/G"
"CYYQ","RDO","122.2","FSS"
"CYYQ","WINNIPEG CNTR","134.6","CNTR"
"CYYR","ATIS","128.1","ATIS"
"CYYR","CLNC DEL","118.1","CLD"
"CYYR","GANDER CENTRE","120.4","PAL"
"CYYR","GANDER CNTR","120.4","CNTR"
"CYYR","GND","121.9","GND"
"CYYR","GOOSE BAY TERMINAL","119.5","TML"
"CYYR","HALIFAX RADIO (FISE)","123.475","RCO"
"CYYR","PAR","119.9","RDR"
"CYYR","PMSV","344.6","PMSV"
"CYYR","RANGER BASE","129.3","MIL"
"CYYR","TWR","119.1","TWR"
"CYYR","WING OPS","129.85","OPS"
"CYYR","WOOWARD AVIATION (ESSO)","122.9","FBO"
"CYYT","ATIS","128","ATIS"
"CYYT","GANDER CNTR","133.15","CNTR"
"CYYT","GND","121.9","GND"
"CYYT","HALIFAX RDO","123.275","RCO"
"CYYT","SHELL","123","FBO"
"CYYT","TWR","120.6","TWR"
"CYYU","LONDON RADIO (RCO)","123.275","DEP"
"CYYU","TRAFFIC","122.2","TFC"
"CYYW","ATF","122.8","ATF"
"CYYY","MF","122.1","RDO"
"CYYY","MONTREAL CNTR","134.65","CNTR"
"CYYY","QUEBEC RDO","123.25","RCO"
"CYYY","RDO","122.1","FSS"
"CYYZ","APN ADVSY","122.075","RMP"
"CYYZ","APP","124.475","ARR"
"CYYZ","ATIS","112.15","ATIS"
"CYYZ","CLNC DEL","121.3","CLD"
"CYYZ","GND","121.9","GND"
"CYYZ","LONDON RDO","123.275","RCO"
"CYYZ","NORTH APRON","122.27","APRON"
"CYYZ","PAD CONTROL","131.17","PAD"
"CYYZ","SOUTH APRON","122.07","APRON"
"CYYZ","TORONTO CENTER","119.3","VFR ADV"
"CYYZ","TORONTO DEPARTURE","127.575","DEP"
"CYYZ","TORONTO DEPARTURE","128.8","DEP"
"CYYZ","TWR","118.35","TWR"
"CYZD","MF/UNICOM","126.2","A/G"
"CYZD","TORONTO TRML","133.4","A/D"
"CYZE","ATF/UNICOM","122.8","UNIC"
"CYZE","AWOS","128.725","AWOS"
"CYZE","LONDON RDO","126.7","RCO"
"CYZF","ATIS","128.4","ATIS"
"CYZF","EDMONTON CNTR","135.8","CNTR"
"CYZF","GND","121.9","GND"
"CYZF","MF","118.5","A/G"
"CYZF","RDO","122.5","FSS"
"CYZF","TWR","118.5","TWR"
"CYZH","ATF","123.2","ATF"
"CYZH","EDMONTON CNTR","127.825","CNTR"
"CYZH","EDMONTON RDO","122.1","RCO"
"CYZP","AWOS","122.55","AWOS"
"CYZP","PACIFIC RDO","126.7","RCO"
"CYZP","TERRACE RDO","122.3","A/G"
"CYZP","VANCOUVER CNTR","133.4","CNTR"
"CYZR","ATF","123","ATF"
"CYZR","AWOS","118.375","AWOS"
"CYZR","LONDON RDO","126.7","RDO"
"CYZR","TORONTO CNTR","134.375","CNTR"
"CYZS","ARPT RDO","122.1","RDO"
"CYZS","EDMONTON CENTRE","133.7","INFO"
"CYZS","MANDATORY FREQ","122.1","ATF"
"CYZT","MF  HARDY RDO","122.2","A/G"
"CYZT","PACIFIC RDO","126.7","RCO"
"CYZT","RDO","122.2","RDO"
"CYZT","VANCOUVER CNTR","132.2","CNTR"
"CYZU","EDMONTON CNTR","132.05","CNTR"
"CYZU","EDMONTON RDO","126.7","RCO"
"CYZU","MF WHITECOURT RDO","122.3","A/G"
"CYZU","RDO","122.3","FSS"
"CYZV","ATIS","124.8","ATIS"
"CYZV","MF","118.1","RDO"
"CYZV","MONTREAL CNTR","135.55","CNTR"
"CYZV","QUEBEC RDO","123.15","RCO"
"CYZV","RDO","118.1","FSS"
"CYZW","ARPT RDO","122.1","RDO"
"CYZW","MANDATORY FREQ","122.1","ATF"
"CYZX","APP/DEP","120.6","A/D"
"CYZX","ATIS","128.85","ATIS"
"CYZX","CLNC DEL","128.025","CLD"
"CYZX","GND","133.75","GND"
"CYZX","PMSV METRO","34.46","PMSV"
"CYZX","TUSKER OPS","129.775","OPS"
"CYZX","TWR","119.5","TWR"
"CYZX","WING OPS","30.86","INFO"
"CYZY","PACIFIC RDO","126.7","RCO"
"CZAM","ATF/UNICOM","122.9","UNIC"
"CZBA","ATF/UNICOM","123.5","UNIC"
"CZBA","TORONTO CNTR","119.3","DEP"
"CZBB","ATIS","125.5","ATIS"
"CZBB","BAY FUEL (0700-1930 LOCAL)","122.95","UNICOM"
"CZBB","BAY TOWER (INNER), TO 2000ASL, 15-07Z","118.1","TWR"
"CZBB","BAY TOWER (OUTER), TO 2000ASL 15-07Z","127.6","TWR"
"CZBB","BAY TRAFFIC, BELOW 2000ASL 07-15Z","118.1","MF"
"CZBB","GND","124.3","GND"
"CZBB","VANCOUVER ARR/DEP","132.3","A/D"
"CZBB","VANCOUVER TERMINAL, ABOVE 2000ASL","125.2","TML"
"CZBF","ATF/UNICOM","122.8","UNIC"
"CZBF","QUEBEC RDO","123.45","RCO"
"CZBM","ATF/UNICOM","122.15","UNIC"
"CZBM","MF","122.15","A/G"
"CZBM","MONTREAL CNTR","132.55","A/D"
"CZFA","ARPT RDO","122.1","RDO"
"CZFA","MANDATORY FREQ","122.1","ATF"
"CZFA","WHITEHORSE RDO","126.7","RCO"
"CZFM","ARPT RDO","122.1","RDO"
"CZFM","MANDATORY FREQ","122.1","ATF"
"CZGF","ATF","123.2","ATF"
"CZGF","AWOS","122.97","AWOS"
"CZGF","PACIFIC RDO","126.7","RCO"
"CZHP","ATF","122.8","ATF"
"CZJN","ATF","122.8","ATF"
"CZJN","WINNIPEG RDO","123.45","RCO"
"CZML","ATF","123.2","ATF"
"CZML","VANCOUVER CNTR","134","A/D"
"CZMT","ATF/UNICOM","122.7","UNIC"
"CZNL","ATF","123.2","ATF"
"CZNL","PACIFIC RDO","126.7","RCO"
"CZPC","ATF","123.2","ATF"
"CZPC","EDMONTON CNTR","132.75","A/D"
"CZPC","EDMONTON RDO","126.7","RDO"
"CZST","ATF","123.2","ATF"
"CZUC","ATF","122.8","ATF"
"CZUM","ATF","123.5","ATF"
"CZUM","AWOS","122.55","AWOS"
"CZUM","GANDER CNTR","126.025","CNTR"
"CZUM","HALIFAX RDO","123.25","RCO"
"CZVL","ATF","120","ATF"
"CZVL","GND","120.8","GND"
"CZVL","TWR","120","TWR"
"DAAD","TWR","118.1","TWR"
"DAAE","BEJAIA TWR","118.9","TWR"
"DAAG","ALGER APP","121.4","APP"
"DAAG","ALGER GND","121.8","GND"
"DAAG","ALGER TWR","118.7","TWR"
"DAAJ","DJANET RDO","889.4","RDO"
"DAAJ","DJANET TWR","118.1","TWR"
"DAAP","TWR","118.7","TWR"
"DAAT","RDO","119.7","RDO"
"DAAT","TWR","118.1","TWR"
"DAAV","TWR","119.7","TWR"
"DABB","APP","119","APP"
"DABB","TWR","118.7","TWR"
"DABC","CONSTANTINE APP","120.1","APP"
"DABC","CONSTANTINE TWR","118.3","TWR"
"DABS","TEBESSA TWR","118.1","TWR"
"DABT","TWR","118.1","TWR"
"DAOB","TIARET TWR","118.1","TWR"
"DAOI","TWR","119","TWR"
"DAON","TLEMCEN TWR","119.7","TWR"
"DAOO","ORAN APP","128.2","APP"
"DAOO","ORAN TWR","118.1","TWR"
"DAOV","TWR","119.7","TWR"
"DAUA","ADRAR RDO","889.4","RDO"
"DAUA","ADRAR TWR","119.7","TWR"
"DAUE","RDO","889.4","RDO"
"DAUE","TWR","119.7","TWR"
"DAUG","GHARDAIA RDO","889.4","RDO"
"DAUG","GHARDAIA TWR","118.9","TWR"
"DAUH","HASSI MESSAOUD APP","120","APP"
"DAUH","HASSI MESSAOUD RDO","889.4","RDO"
"DAUH","HASSI MESSAOUD TWR","118.1","TWR"
"DAUI","RDO","889.4","RDO"
"DAUI","TWR","118.1","TWR"
"DAUK","TOUGGOURT RDO","889.4","RDO"
"DAUK","TOUGGOURT TWR","119.7","TWR"
"DAUO","EL OUED RDO","889.4","RDO"
"DAUO","EL OUED TWR","119.7","TWR"
"DAUT","RDO","889.4","RDO"
"DAUT","TWR","119.7","TWR"
"DAUZ","RDO","889.4","RDO"
"DAUZ","TWR","119.7","TWR"
"DBBB","A/G VOICE RDO","658.6","A/G"
"DBBB","APP","125.9","APP"
"DBBB","TWR","125.9","TWR"
"DFFD","AG VOICE OUAGA RDO","120.3","A/G"
"DFFD","OUAGA APP","118.1","APP"
"DFFD","OUAGA TWR","118.1","TWR"
"DFOO","AG VOICE RDO","667.3","A/G"
"DFOO","TWR","119.7","TWR"
"DGAA","ACCRA APP","119.5","APP"
"DGAA","ACCRA GND","121.9","GND"
"DGAA","ACCRA TWR","119.1","TWR"
"DGLE","AIR GND","658.6","A/G"
"DGLE","APP","120.4","APP"
"DGLE","TWR","119.1","TWR"
